,City,Edition,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal,DOB,height,age,weight_lbs,weight_kg
178,Berlin,1936,Aquatics,Swimming,"MEDICA, Jack C.",USA,Men,1500m freestyle,M,Silver,NA,NA,NA,NA,#VALUE!
179,Berlin,1936,Aquatics,Swimming,"KOIKE, Reizo",JPN,Men,200m breaststroke,M,Bronze,12-Dec-15,NA,20,NA,#VALUE!
180,Berlin,1936,Aquatics,Swimming,"HAMURO, Tetsuo",JPN,Men,200m breaststroke,M,Gold,7-Sep-17,NA,18,NA,#VALUE!
181,Berlin,1936,Aquatics,Swimming,"SIETAS, Erwin",GER,Men,200m breaststroke,M,Silver,24-Jul-10,NA,26,NA,#VALUE!
182,Berlin,1936,Aquatics,Swimming,"SÉRENSEN, Inge",DEN,Women,200m breaststroke,W,Bronze,NA,NA,NA,NA,#VALUE!
183,Berlin,1936,Aquatics,Swimming,"MAEHATA, Hideko",JPN,Women,200m breaststroke,W,Gold,20-May-14,NA,22,NA,#VALUE!
184,Berlin,1936,Aquatics,Swimming,"GENENGER, Martha",GER,Women,200m breaststroke,W,Silver,11-Nov-11,NA,24,NA,#VALUE!
185,Berlin,1936,Aquatics,Swimming,"MAKINO, Shozo",JPN,Men,400m freestyle,M,Bronze,"September 22, 1878",154.94,57,119,54.09090909
186,Berlin,1936,Aquatics,Swimming,"MEDICA, Jack C.",USA,Men,400m freestyle,M,Gold,NA,NA,NA,NA,#VALUE!
187,Berlin,1936,Aquatics,Swimming,"UTO, Shunpei",JPN,Men,400m freestyle,M,Silver,"December 1, 1918 (age 97 years)",NA,NA,NA,#VALUE!
188,Berlin,1936,Aquatics,Swimming,"KIGHT-WINGARD, Lenore",USA,Women,400m freestyle,W,Bronze,26-Sep-11,NA,24,NA,#VALUE!
189,Berlin,1936,Aquatics,Swimming,"MASTENBROEK, Hendrika",NED,Women,400m freestyle,W,Gold,26-Feb-19,NA,17,NA,#VALUE!
190,Berlin,1936,Aquatics,Swimming,"HVEGER, Ragnild Tove",DEN,Women,400m freestyle,W,Silver,10-Dec-20,NA,15,NA,#VALUE!
191,London,1948,Aquatics,Swimming,"VALLEREY JR., Georges",FRA,Men,100m backstroke,M,Bronze,21-Oct-27,NA,20,NA,#VALUE!
192,London,1948,Aquatics,Swimming,"STACK, Allen Mcintyre",USA,Men,100m backstroke,M,Gold,23-Jan-28,NA,20,NA,#VALUE!
193,London,1948,Aquatics,Swimming,"COWELL, Robert Elmer",USA,Men,100m backstroke,M,Silver,NA,193.04,NA,NA,#VALUE!
194,London,1948,Aquatics,Swimming,"DAVIES, Judith Joy",AUS,Women,100m backstroke,W,Bronze,5-Jun-28,NA,20,NA,#VALUE!
195,London,1948,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,100m backstroke,W,Gold,20-Nov-24,NA,23,NA,#VALUE!
196,London,1948,Aquatics,Swimming,"ZIMMERMAN, Suzanne Winona",USA,Women,100m backstroke,W,Silver,"July 13, 1925 (age 91 years)",NA,NA,NA,#VALUE!
197,London,1948,Aquatics,Swimming,"KADAS, Geza",HUN,Men,100m freestyle,M,Bronze,7-Aug-26,NA,22,NA,#VALUE!
198,London,1948,Aquatics,Swimming,"RIS, Walter Stephen",USA,Men,100m freestyle,M,Gold,NA,NA,NA,NA,#VALUE!
199,London,1948,Aquatics,Swimming,"FORD, Alan Robert",USA,Men,100m freestyle,M,Silver,NA,NA,NA,170,77.27272727
200,London,1948,Aquatics,Swimming,"LINSSEN-VAESSEN, Marie-Louise Jean",NED,Women,100m freestyle,W,Bronze,19-Mar-28,NA,20,NA,#VALUE!
201,London,1948,Aquatics,Swimming,"ANDERSEN, Greta Marie",DEN,Women,100m freestyle,W,Gold,"May 1, 1927 (age 89 years)",175.26,NA,NA,#VALUE!
202,London,1948,Aquatics,Swimming,"CURTIS, Ann Elisabeth",USA,Women,100m freestyle,W,Silver,6-Mar-26,180.34,22,NA,#VALUE!
203,London,1948,Aquatics,Swimming,"MITRO, Gy_rgy",HUN,Men,1500m freestyle,M,Bronze,NA,NA,NA,NA,#VALUE!
204,London,1948,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,1500m freestyle,M,Gold,"September 13, 1930 (age 86 years)",NA,NA,NA,#VALUE!
205,London,1948,Aquatics,Swimming,"MARSHALL, John Birnie",AUS,Men,1500m freestyle,M,Silver,29-Mar-30,NA,18,NA,#VALUE!
206,London,1948,Aquatics,Swimming,"SOHL, Robert Raymond",USA,Men,200m breaststroke,M,Bronze,28-Mar-28,NA,20,NA,#VALUE!
207,London,1948,Aquatics,Swimming,"VERDEUR, Joseph Thomas",USA,Men,200m breaststroke,M,Gold,7-Mar-26,NA,22,NA,#VALUE!
208,London,1948,Aquatics,Swimming,"CARTER, Keith Eyre",USA,Men,200m breaststroke,M,Silver,30-Aug-24,NA,24,NA,#VALUE!
209,London,1948,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,200m breaststroke,W,Bronze,NA,NA,NA,NA,#VALUE!
210,London,1948,Aquatics,Swimming,"VAN VLIET, Petronella (Nel)",NED,Women,200m breaststroke,W,Gold,NA,NA,NA,NA,#VALUE!
211,London,1948,Aquatics,Swimming,"LYONS, Beatrice Nancy",AUS,Women,200m breaststroke,W,Silver,"April 12, 1930 (age 86 years)",NA,NA,NA,#VALUE!
212,London,1948,Aquatics,Swimming,"MARSHALL, John Birnie",AUS,Men,400m freestyle,M,Bronze,29-Mar-30,NA,18,NA,#VALUE!
213,London,1948,Aquatics,Swimming,"SMITH, William M. Jr.",USA,Men,400m freestyle,M,Gold,NA,NA,NA,NA,#VALUE!
214,London,1948,Aquatics,Swimming,"MCLANE, James Price Jr.",USA,Men,400m freestyle,M,Silver,"September 13, 1930 (age 86 years)",NA,NA,NA,#VALUE!
215,London,1948,Aquatics,Swimming,"GIBSON, Catherine",GBR,Women,400m freestyle,W,Bronze,21-Mar-31,NA,17,NA,#VALUE!
216,London,1948,Aquatics,Swimming,"CURTIS, Ann Elisabeth",USA,Women,400m freestyle,W,Gold,6-Mar-26,180.34,22,NA,#VALUE!
217,London,1948,Aquatics,Swimming,"HARUP, Karen Margrethe",DEN,Women,400m freestyle,W,Silver,20-Nov-24,NA,23,NA,#VALUE!
218,Helsinki,1952,Aquatics,Swimming,"TAYLOR, Jack George Neil",USA,Men,100m backstroke,M,Bronze,31-Jan-31,NA,21,NA,#VALUE!
219,Helsinki,1952,Aquatics,Swimming,"OYAKAWA, Yoshinobu",USA,Men,100m backstroke,M,Gold,"August 9, 1933 (age 83 years)",170.18,NA,154,70
220,Helsinki,1952,Aquatics,Swimming,"BOZON, Gilbert",FRA,Men,100m backstroke,M,Silver,19-Mar-35,NA,17,NA,#VALUE!
221,Helsinki,1952,Aquatics,Swimming,"STEWART, Jean",NZL,Women,100m backstroke,W,Bronze,"December 23, 1930 (age 85 years)",NA,NA,NA,#VALUE!
222,Helsinki,1952,Aquatics,Swimming,"HARRISON, Joan Cynthia",RSA,Women,100m backstroke,W,Gold,NA,NA,NA,NA,#VALUE!
223,Helsinki,1952,Aquatics,Swimming,"WIELEMA, Geertje",NED,Women,100m backstroke,W,Silver,24-Jul-34,NA,18,NA,#VALUE!
224,Helsinki,1952,Aquatics,Swimming,"LARSSON, G_ran",SWE,Men,100m freestyle,M,Bronze,NA,NA,NA,NA,#VALUE!
225,Helsinki,1952,Aquatics,Swimming,"SCHOLES, Clark Currie",USA,Men,100m freestyle,M,Gold,25-Nov-30,190.5,21,174,79.09090909
226,Helsinki,1952,Aquatics,Swimming,"SUZUKI, Hiroshi",JPN,Men,100m freestyle,M,Silver,"December 13, 1973 (age 42 years)",NA,NA,NA,#VALUE!
227,Helsinki,1952,Aquatics,Swimming,"TEMES, Judith",HUN,Women,100m freestyle,W,Bronze,NA,NA,NA,NA,#VALUE!
228,Helsinki,1952,Aquatics,Swimming,"SZÉKE, Katalin",HUN,Women,100m freestyle,W,Gold,NA,NA,NA,NA,#VALUE!
229,Helsinki,1952,Aquatics,Swimming,"TERMEULEN, Johanna Maria",NED,Women,100m freestyle,W,Silver,18-Feb-29,NA,23,NA,#VALUE!
230,Helsinki,1952,Aquatics,Swimming,"OKAMOTO, Tetsuo",BRA,Men,1500m freestyle,M,Bronze,20-Mar-32,NA,20,NA,#VALUE!
231,Helsinki,1952,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,1500m freestyle,M,Gold,NA,NA,NA,150,68.18181818
232,Helsinki,1952,Aquatics,Swimming,"HASHIZUME, Shiro",JPN,Men,1500m freestyle,M,Silver,1928,182.88,24,161,73.18181818
233,Helsinki,1952,Aquatics,Swimming,"KLEIN, Herbert",GER,Men,200m breaststroke,M,Bronze,"January 6, 1936 (age 80 years)",NA,NA,NA,#VALUE!
234,Helsinki,1952,Aquatics,Swimming,"DAVIES, John Griffith",AUS,Men,200m breaststroke,M,Gold,NA,NA,NA,NA,#VALUE!
235,Helsinki,1952,Aquatics,Swimming,"STASSFORTH, Bowen Dow",USA,Men,200m breaststroke,M,Silver,"August 7, 1926 (age 90 years)",NA,NA,NA,#VALUE!
236,Helsinki,1952,Aquatics,Swimming,"GORDON-MCKAY, Helen Orr",GBR,Women,200m breaststroke,W,Bronze,NA,NA,NA,NA,#VALUE!
237,Helsinki,1952,Aquatics,Swimming,"SZEKELY, Eva",HUN,Women,200m breaststroke,W,Gold,"April 3, 1927 (age 89 years)",NA,NA,NA,#VALUE!
238,Helsinki,1952,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,200m breaststroke,W,Silver,NA,NA,NA,NA,#VALUE!
239,Helsinki,1952,Aquatics,Swimming,"ÉSTRAND, Per-Olof",SWE,Men,400m freestyle,M,Bronze,NA,NA,NA,NA,#VALUE!
240,Helsinki,1952,Aquatics,Swimming,"BOITEUX, Jean",FRA,Men,400m freestyle,M,Gold,20-Jun-33,185.42,19,183,83.18181818
241,Helsinki,1952,Aquatics,Swimming,"KONNO, Ford Hiroshi",USA,Men,400m freestyle,M,Silver,NA,NA,NA,150,68.18181818
242,Helsinki,1952,Aquatics,Swimming,"KAWAMOTO, Evelyn Tokue",USA,Women,400m freestyle,W,Bronze,"September 17, 1933 (age 83 years)",NA,NA,NA,#VALUE!
243,Helsinki,1952,Aquatics,Swimming,"GYENGE, Valeria",HUN,Women,400m freestyle,W,Gold,"April 3, 1933 (age 83 years)",NA,NA,NA,#VALUE!
244,Helsinki,1952,Aquatics,Swimming,"NOVAK-GERARD, Eva",HUN,Women,400m freestyle,W,Silver,NA,NA,NA,NA,#VALUE!
245,Melbourne / Stockholm,1956,Aquatics,Swimming,"MCKINNEY, Frank Edward Jr.",USA,Men,100m backstroke,M,Bronze,3-Nov-38,182.88,17,163,74.09090909
246,Melbourne / Stockholm,1956,Aquatics,Swimming,"THEILE, David Egmont",AUS,Men,100m backstroke,M,Gold,"January 17, 1938 (age 78 years)",190.5,NA,NA,#VALUE!
247,Melbourne / Stockholm,1956,Aquatics,Swimming,"MONCKTON, John James",AUS,Men,100m backstroke,M,Silver,"October 28, 1938 (age 78 years)",193.04,NA,183,83.18181818
248,Melbourne / Stockholm,1956,Aquatics,Swimming,"EDWARDS, Margaret",GBR,Women,100m backstroke,W,Bronze,23-Oct-02,NA,53,119,54.09090909
249,Melbourne / Stockholm,1956,Aquatics,Swimming,"GRINHAM, Judith Brenda",GBR,Women,100m backstroke,W,Gold,"March 5, 1939 (age 77 years)",NA,NA,NA,#VALUE!
250,Melbourne / Stockholm,1956,Aquatics,Swimming,"CONE, Carin Alice",USA,Women,100m backstroke,W,Silver,"April 18, 1940 (age 76 years)",167.64,NA,130,59.09090909
251,Melbourne / Stockholm,1956,Aquatics,Swimming,"SEARS, Mary Jane",USA,Women,100m butterfly,W,Bronze,NA,NA,NA,130,59.09090909
252,Melbourne / Stockholm,1956,Aquatics,Swimming,"MANN, Shelley Isabel",USA,Women,100m butterfly,W,Gold,NA,172.72,NA,134,60.90909091
253,Melbourne / Stockholm,1956,Aquatics,Swimming,"RAMEY, Nancy Jane",USA,Women,100m butterfly,W,Silver,NA,175.26,NA,112,50.90909091
254,Melbourne / Stockholm,1956,Aquatics,Swimming,"CHAPMAN, Gary",AUS,Men,100m freestyle,M,Bronze,"January 10, 1938 (age 78 years)",NA,NA,NA,#VALUE!
255,Melbourne / Stockholm,1956,Aquatics,Swimming,"HENRICKS, Jon Malcolm",AUS,Men,100m freestyle,M,Gold,"June 6, 1935 (age 81 years)",182.88,NA,172,78.18181818
256,Melbourne / Stockholm,1956,Aquatics,Swimming,"DEVITT, John",AUS,Men,100m freestyle,M,Silver,NA,185.42,NA,187,85
257,Melbourne / Stockholm,1956,Aquatics,Swimming,"LEECH, Faith Yvonne",AUS,Women,100m freestyle,W,Bronze,NA,177.8,NA,NA,#VALUE!
258,Melbourne / Stockholm,1956,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,100m freestyle,W,Gold,"September 4, 1937 (age 79 years)",172.72,NA,148,67.27272727
259,Melbourne / Stockholm,1956,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,100m freestyle,W,Silver,"October 1, 1938 (age 78 years)",167.64,NA,NA,#VALUE!
260,Melbourne / Stockholm,1956,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,1500m freestyle,M,Bronze,"July 19, 1935 (age 81 years)",182.88,NA,183,83.18181818
261,Melbourne / Stockholm,1956,Aquatics,Swimming,"ROSE, Murray",AUS,Men,1500m freestyle,M,Gold,6-Jan-39,185.42,17,176,80
262,Melbourne / Stockholm,1956,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,1500m freestyle,M,Silver,"January 18, 1939 (age 77 years)",170.18,NA,165,75
263,Melbourne / Stockholm,1956,Aquatics,Swimming,"YUNICHEV, Kharis",URS,Men,200m breaststroke,M,Bronze,7-Aug-31,NA,25,NA,#VALUE!
264,Melbourne / Stockholm,1956,Aquatics,Swimming,"FURUKAWA, Masaru",JPN,Men,200m breaststroke,M,Gold,6-Jan-36,NA,20,NA,#VALUE!
265,Melbourne / Stockholm,1956,Aquatics,Swimming,"YOSHIMURA, Masahiro",JPN,Men,200m breaststroke,M,Silver,28-Oct-36,NA,19,NA,#VALUE!
266,Melbourne / Stockholm,1956,Aquatics,Swimming,"TEN ELSEN, Eva-Maria",EUA,Women,200m breaststroke,W,Bronze,"September 14, 1937 (age 79 years)",NA,NA,NA,#VALUE!
267,Melbourne / Stockholm,1956,Aquatics,Swimming,"HAPPE-KREY, Ursula",EUA,Women,200m breaststroke,W,Gold,"October 20, 1926 (age 90 years)",NA,NA,NA,#VALUE!
268,Melbourne / Stockholm,1956,Aquatics,Swimming,"SZEKELY, Eva",HUN,Women,200m breaststroke,W,Silver,"April 3, 1927 (age 89 years)",NA,NA,NA,#VALUE!
269,Melbourne / Stockholm,1956,Aquatics,Swimming,"TUMPEK, Gy_rgy",HUN,Men,200m butterfly,M,Bronze,NA,NA,NA,NA,#VALUE!
270,Melbourne / Stockholm,1956,Aquatics,Swimming,"YORZYK, William Albert Jr.",USA,Men,200m butterfly,M,Gold,"May 29, 1933 (age 83 years)",177.8,NA,163,74.09090909
271,Melbourne / Stockholm,1956,Aquatics,Swimming,"ISHIMOTO, Takashi",JPN,Men,200m butterfly,M,Silver,NA,NA,NA,NA,#VALUE!
272,Melbourne / Stockholm,1956,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,400m freestyle,M,Bronze,NA,182.88,NA,183,83.18181818
273,Melbourne / Stockholm,1956,Aquatics,Swimming,"ROSE, Murray",AUS,Men,400m freestyle,M,Gold,NA,185.42,NA,176,80
274,Melbourne / Stockholm,1956,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,400m freestyle,M,Silver,NA,170.18,NA,165,75
275,Melbourne / Stockholm,1956,Aquatics,Swimming,"RUUSKA, Sylvia Eliina",USA,Women,400m freestyle,W,Bronze,NA,172.72,NA,139,63.18181818
276,Melbourne / Stockholm,1956,Aquatics,Swimming,"CRAPP, Lorraine Joyce",AUS,Women,400m freestyle,W,Gold,NA,167.64,NA,NA,#VALUE!
277,Melbourne / Stockholm,1956,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,400m freestyle,W,Silver,NA,172.72,NA,148,67.27272727
278,Rome,1960,Aquatics,Swimming,"BENNETT, Robert Earl",USA,Men,100m backstroke,M,Bronze,NA,182.88,NA,172,78.18181818
279,Rome,1960,Aquatics,Swimming,"THEILE, David Egmont",AUS,Men,100m backstroke,M,Gold,"January 17, 1938 (age 78 years)",190.5,NA,NA,#VALUE!
280,Rome,1960,Aquatics,Swimming,"MCKINNEY, Frank Edward Jr.",USA,Men,100m backstroke,M,Silver,3-Nov-38,182.88,21,163,74.09090909
281,Rome,1960,Aquatics,Swimming,"TANAKA, Satoko",JPN,Women,100m backstroke,W,Bronze,"February 3, 1942 (age 74 years)",157.48,NA,130,59.09090909
282,Rome,1960,Aquatics,Swimming,"BURKE, Lynn Edythe",USA,Women,100m backstroke,W,Gold,"March 22, 1943 (age 73 years)",172.72,NA,134,60.90909091
283,Rome,1960,Aquatics,Swimming,"STEWARD, Natalie Alwyne",GBR,Women,100m backstroke,W,Silver,"April 30, 1943 (age 73 years)",NA,NA,154,70
284,Rome,1960,Aquatics,Swimming,"ANDREW, Janice",AUS,Women,100m butterfly,W,Bronze,"January 5, 1943 (age 73 years)",162.56,NA,119,54.09090909
285,Rome,1960,Aquatics,Swimming,"SCHULER, Carolyn Jane",USA,Women,100m butterfly,W,Gold,"January 5, 1943 (age 73 years)",167.64,NA,139,63.18181818
286,Rome,1960,Aquatics,Swimming,"HEEMSKERK, Marianne Yvonne",NED,Women,100m butterfly,W,Silver,"August 28, 1944 (age 72 years)",NA,NA,121,55
287,Rome,1960,Aquatics,Swimming,"DOS SANTOS, Manoel",BRA,Men,100m freestyle,M,Bronze,"July 23, 1988 (age 28 years)",NA,NA,139,63.18181818
288,Rome,1960,Aquatics,Swimming,"DEVITT, John",AUS,Men,100m freestyle,M,Gold,NA,185.42,NA,187,85
289,Rome,1960,Aquatics,Swimming,"LARSON, Lance Melvin",USA,Men,100m freestyle,M,Silver,"July 3, 1940 (age 76 years)",185.42,NA,174,79.09090909
290,Rome,1960,Aquatics,Swimming,"STEWARD, Natalie Alwyne",GBR,Women,100m freestyle,W,Bronze,"April 30, 1943 (age 73 years)",NA,NA,154,70
291,Rome,1960,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,100m freestyle,W,Gold,"September 4, 1937 (age 79 years)",172.72,NA,148,67.27272727
292,Rome,1960,Aquatics,Swimming,"VON SALTZA, Susan Christina",USA,Women,100m freestyle,W,Silver,"January 13, 1944 (age 72 years)",NA,NA,139,63.18181818
293,Rome,1960,Aquatics,Swimming,"BREEN, George Thomas",USA,Men,1500m freestyle,M,Bronze,"July 19, 1935 (age 81 years)",182.88,NA,183,83.18181818
294,Rome,1960,Aquatics,Swimming,"KONRADS, John (Jon)",AUS,Men,1500m freestyle,M,Gold,"May 21, 1942 (age 74 years)",177.8,NA,NA,#VALUE!
295,Rome,1960,Aquatics,Swimming,"ROSE, Murray",AUS,Men,1500m freestyle,M,Silver,6-Jan-39,185.42,21,176,80
296,Rome,1960,Aquatics,Swimming,"MENSONIDES, Wieger Emile",NED,Men,200m breaststroke,M,Bronze,"July 12, 1938 (age 78 years)",177.8,NA,179,81.36363636
297,Rome,1960,Aquatics,Swimming,"MULLIKEN, William Danforth",USA,Men,200m breaststroke,M,Gold,27-Aug-39,187.96,21,183,83.18181818
298,Rome,1960,Aquatics,Swimming,"OSAKI, Yoshihiko",JPN,Men,200m breaststroke,M,Silver,27-Feb-39,175.26,21,150,68.18181818
299,Rome,1960,Aquatics,Swimming,"GÉBEL, Barbara",EUA,Women,200m breaststroke,W,Bronze,NA,NA,NA,NA,#VALUE!
300,Rome,1960,Aquatics,Swimming,"LONSBROUGH, Anita",GBR,Women,200m breaststroke,W,Gold,"August 10, 1941 (age 75 years)",NA,NA,154,70
301,Rome,1960,Aquatics,Swimming,"URSELMANN, Wiltrud",EUA,Women,200m breaststroke,W,Silver,"May 12, 1942 (age 74 years)",175.26,NA,161,73.18181818
302,Rome,1960,Aquatics,Swimming,"GILLANDERS, John David",USA,Men,200m butterfly,M,Bronze,NA,180.34,NA,154,70
303,Rome,1960,Aquatics,Swimming,"TROY, Michael Francis",USA,Men,200m butterfly,M,Gold,"October 3, 1940 (age 76 years)",185.42,NA,170,77.27272727
304,Rome,1960,Aquatics,Swimming,"HAYES, Neville",AUS,Men,200m butterfly,M,Silver,"December 2, 1943 (age 72 years)",182.88,NA,176,80
305,Rome,1960,Aquatics,Swimming,"KONRADS, John (Jon)",AUS,Men,400m freestyle,M,Bronze,"May 21, 1942 (age 74 years)",177.8,NA,NA,#VALUE!
306,Rome,1960,Aquatics,Swimming,"ROSE, Murray",AUS,Men,400m freestyle,M,Gold,6-Jan-39,185.42,21,176,80
307,Rome,1960,Aquatics,Swimming,"YAMANAKA, Tsuyoshi",JPN,Men,400m freestyle,M,Silver,"January 18, 1939 (age 77 years)",170.18,NA,165,75
308,Rome,1960,Aquatics,Swimming,"LAGERBERG, Catharina (Tineke)",NED,Women,400m freestyle,W,Bronze,"January 30, 1941 (age 75 years)",149.86,NA,NA,#VALUE!
309,Rome,1960,Aquatics,Swimming,"VON SALTZA, Susan Christina",USA,Women,400m freestyle,W,Gold,"January 13, 1944 (age 72 years)",NA,NA,139,63.18181818
310,Rome,1960,Aquatics,Swimming,"CEDERQVIST, Jane",SWE,Women,400m freestyle,W,Silver,"July 1, 1945 (age 71 years)",172.72,NA,146,66.36363636
311,Tokyo,1964,Aquatics,Swimming,"DUENKEL, Virginia Ruth",USA,Women,100m backstroke,W,Bronze,"March 7, 1947 (age 69 years)",170.18,NA,134,60.90909091
312,Tokyo,1964,Aquatics,Swimming,"FERGUSON, Kathleen Jean",USA,Women,100m backstroke,W,Gold,NA,NA,NA,NA,#VALUE!
313,Tokyo,1964,Aquatics,Swimming,"CARON, Christine (Kiki)",FRA,Women,100m backstroke,W,Silver,NA,NA,NA,NA,#VALUE!
314,Tokyo,1964,Aquatics,Swimming,"ELLIS, Kathleen",USA,Women,100m butterfly,W,Bronze,NA,NA,NA,130,59.09090909
315,Tokyo,1964,Aquatics,Swimming,"STOUDER, Sharon Marie",USA,Women,100m butterfly,W,Gold,NA,172.72,NA,134,60.90909091
316,Tokyo,1964,Aquatics,Swimming,"KOK, Aagje Ada",NED,Women,100m butterfly,W,Silver,"June 6, 1947 (age 69 years)",182.88,NA,187,85
317,Tokyo,1964,Aquatics,Swimming,"KLEIN, Hans-Joachim",EUA,Men,100m freestyle,M,Bronze,"December 21, 1947 (age 68 years)",NA,NA,176,80
318,Tokyo,1964,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,100m freestyle,M,Gold,"April 30, 1946 (age 70 years)",180.34,NA,174,79.09090909
319,Tokyo,1964,Aquatics,Swimming,"MCGREGOR, Robert Bilsland",GBR,Men,100m freestyle,M,Silver,NA,NA,NA,176,80
320,Tokyo,1964,Aquatics,Swimming,"ELLIS, Kathleen",USA,Women,100m freestyle,W,Bronze,NA,NA,NA,130,59.09090909
321,Tokyo,1964,Aquatics,Swimming,"FRASER, Dawn",AUS,Women,100m freestyle,W,Gold,"September 4, 1937 (age 79 years)",172.72,NA,148,67.27272727
322,Tokyo,1964,Aquatics,Swimming,"STOUDER, Sharon Marie",USA,Women,100m freestyle,W,Silver,9-Nov-48,172.72,15,134,60.90909091
323,Tokyo,1964,Aquatics,Swimming,"WOOD, Allan",AUS,Men,1500m freestyle,M,Bronze,"December 1, 1935 (age 80 years)",165.1,NA,150,68.18181818
324,Tokyo,1964,Aquatics,Swimming,"WINDLE, Robert George",AUS,Men,1500m freestyle,M,Gold,"November 7, 1944 (age 72 years)",185.42,NA,170,77.27272727
325,Tokyo,1964,Aquatics,Swimming,"NELSON, John Mauer",USA,Men,1500m freestyle,M,Silver,NA,NA,NA,146,66.36363636
326,Tokyo,1964,Aquatics,Swimming,"BENNETT, Robert Earl",USA,Men,200m backstroke,M,Bronze,NA,182.88,NA,172,78.18181818
327,Tokyo,1964,Aquatics,Swimming,"GRAEF, Jedward Richard",USA,Men,200m backstroke,M,Gold,NA,NA,NA,201,91.36363636
328,Tokyo,1964,Aquatics,Swimming,"DILLEY, Gary J.",USA,Men,200m backstroke,M,Silver,"January 15, 1945 (age 71 years)",185.42,NA,165,75
329,Tokyo,1964,Aquatics,Swimming,"JASTREMSKI, Chester Andrew",USA,Men,200m breaststroke,M,Bronze,12-Jan-41,175.26,23,176,80
330,Tokyo,1964,Aquatics,Swimming,"O'BRIEN, Lawrence Ian",AUS,Men,200m breaststroke,M,Gold,NA,NA,NA,NA,#VALUE!
331,Tokyo,1964,Aquatics,Swimming,"PROKOPENKO, Georgi",URS,Men,200m breaststroke,M,Silver,"February 21, 1937 (age 79 years)",180.34,NA,NA,#VALUE!
332,Tokyo,1964,Aquatics,Swimming,"BABANINA, Svetlana",URS,Women,200m breaststroke,W,Bronze,"February 4, 1943 (age 73 years)",172.72,NA,137,62.27272727
333,Tokyo,1964,Aquatics,Swimming,"PROZUMENSCHIKOVA-STEPANOVA, Galina",URS,Women,200m breaststroke,W,Gold,26-Nov-48,170.18,15,NA,#VALUE!
334,Tokyo,1964,Aquatics,Swimming,"KOLB, Claudia Anne",USA,Women,200m breaststroke,W,Silver,"December 19, 1949 (age 66 years)",170.18,NA,134,60.90909091
335,Tokyo,1964,Aquatics,Swimming,"SCHMIDT, Frederick Weber",USA,Men,200m butterfly,M,Bronze,NA,187.96,NA,185,84.09090909
336,Tokyo,1964,Aquatics,Swimming,"BERRY, Kevin John",AUS,Men,200m butterfly,M,Gold,10-Apr-45,172.72,19,157,71.36363636
337,Tokyo,1964,Aquatics,Swimming,"ROBIE, Carl Joseph III",USA,Men,200m butterfly,M,Silver,2-May-45,177.8,19,161,73.18181818
338,Tokyo,1964,Aquatics,Swimming,"WOOD, Allan",AUS,Men,400m freestyle,M,Bronze,"December 1, 1935 (age 80 years)",165.1,NA,150,68.18181818
339,Tokyo,1964,Aquatics,Swimming,"SCHOLLANDER, Donald Arthur",USA,Men,400m freestyle,M,Gold,"April 30, 1946 (age 70 years)",180.34,NA,174,79.09090909
340,Tokyo,1964,Aquatics,Swimming,"WIEGAND, Frank",EUA,Men,400m freestyle,M,Silver,"March 15, 1943 (age 73 years)",180.34,NA,154,70
341,Tokyo,1964,Aquatics,Swimming,"STICKLES, Therese Lee",USA,Women,400m freestyle,W,Bronze,NA,NA,NA,NA,#VALUE!
342,Tokyo,1964,Aquatics,Swimming,"DUENKEL, Virginia Ruth",USA,Women,400m freestyle,W,Gold,"March 7, 1947 (age 69 years)",170.18,NA,134,60.90909091
343,Tokyo,1964,Aquatics,Swimming,"RAMENOFSKY, Marilyn",USA,Women,400m freestyle,W,Silver,"August 20, 1946 (age 70 years)",170.18,NA,134,60.90909091
344,Tokyo,1964,Aquatics,Swimming,"HETZ, Gerhard",EUA,Men,400m individual medley,M,Bronze,13-Jul-42,177.8,22,154,70
345,Tokyo,1964,Aquatics,Swimming,"ROTH, Richard William",USA,Men,400m individual medley,M,Gold,NA,182.88,NA,185,84.09090909
346,Tokyo,1964,Aquatics,Swimming,"SAARI, Roy Allen",USA,Men,400m individual medley,M,Silver,NA,187.96,NA,190,86.36363636
347,Tokyo,1964,Aquatics,Swimming,"RANDALL, Martha Irene",USA,Women,400m individual medley,W,Bronze,"June 12, 1948 (age 68 years)",165.1,NA,126,57.27272727
